dyde, GG, 0
dyde, GG, 0
dyde, F, 2
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, F, 2
dyde, GG, 2
dyde, GG, 1
dyde, GG, 1
dyde, F, 3
dyde, F, 4
dyde, GG, 4
dyde, GG, 4
dyde, GG, 3
dyde, F, 4
dyde, GG, 4
dyde, GG, 2
dyde, GG, 2
dyde, GG, 2
dyde, F, 4
dyde, F, 5
dyde, F, 7
dyde, F, 8
dyde, GG, 7
dyde, GG, 6
dyde, GG, 5
dyde, GG, 4
dyde, GG, 4
dyde, GG, 2
dyde, F, 3
dyde, GG, 2
dyde, F, 3
dyde, GG, 3
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, F, 3
dyde, GG, 3
dyde, GG, 2
dyde, GG, 0
dyde, F, 1
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 2
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, F, 2
dyde, F, 3
dyde, F, 4
dyde, F, 5
dyde, GG, 5
dyde, GG, 4
dyde, F, 5
dyde, GG, 5
dyde, GG, 4
dyde, GG, 3
dyde, GG, 3
dyde, GG, 2
dyde, GG, 2
dyde, GG, 2
dyde, F, 3
dyde, F, 4
dyde, F, 6
dyde, GG, 6
dyde, GG, 4
dyde, F, 5
dyde, GG, 5
dyde, GG, 3
dyde, GG, 2
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, F, 2
dyde, GG, 2
dyde, F, 3
dyde, GG, 3
dyde, GG, 3
dyde, GG, 3
dyde, GG, 3
dyde, GG, 2
dyde, GG, 2
dyde, GG, 1
dyde, F, 3
dyde, F, 5
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, GG, 4
dyde, GG, 2
dyde, GG, 1
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, F, 3
dyde, GG, 3
dyde, GG, 3
dyde, F, 4
dyde, GG, 4
dyde, GG, 4
dyde, F, 5
dyde, GG, 3
dyde, GG, 2
dyde, GG, 2
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, -1
dyde, F, 0
dyde, GG, 0
dyde, GG, -1
dyde, GG, -1
dyde, F, 0
dyde, F, 2
dyde, F, 4
dyde, GG, 4
dyde, GG, 4
dyde, F, 5
dyde, F, 6
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 4
dyde, GG, 4
dyde, GG, 4
dyde, GG, 4
dyde, GG, 3
dyde, GG, 3
dyde, GG, 3
dyde, GG, 3
dyde, GG, 3
dyde, GG, 2
dyde, F, 3
dyde, GG, 3
dyde, F, 4
dyde, GG, 4
dyde, F, 5
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, F, 7
dyde, GG, 7
dyde, GG, 7
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 5
dyde, GG, 4
dyde, GG, 3
dyde, GG, 2
dyde, GG, 1
dyde, F, 3
dyde, F, 5
dyde, F, 6
dyde, GG, 5
dyde, F, 7
dyde, GG, 6
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, F, 7
dyde, F, 8
dyde, GG, 8
dyde, GG, 8
dyde, GG, 8
dyde, GG, 8
dyde, GG, 7
dyde, GG, 6
dyde, GG, 5
dyde, GG, 4
dyde, F, 5
dyde, GG, 5
dyde, GG, 4
dyde, GG, 3
dyde, GG, 2
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, GG, -1
dyde, F, 0
dyde, GG, 0
dyde, F, 1
dyde, F, 2
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, GG, 1
dyde, GG, 1
dyde, GG, 0
dyde, F, 2
dyde, F, 3
dyde, GG, 2
dyde, F, 3
dyde, F, 4
dyde, GG, 4
dyde, GG, 4
dyde, GG, 3
dyde, GG, 3
dyde, F, 4
dyde, GG, 3
dyde, F, 4
dyde, F, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, F, 6
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, F, 7
dyde, GG, 7
dyde, F, 8
dyde, GG, 8
dyde, GG, 8
dyde, GG, 8
dyde, GG, 7
dyde, GG, 7
dyde, GG, 5
dyde, GG, 4
dyde, GG, 2
dyde, GG, 2
dyde, GG, 1
dyde, F, 2
dyde, GG, 2
dyde, GG, 0
dyde, F, 2
dyde, GG, 0
dyde, F, 1
dyde, F, 2
dyde, GG, 2
dyde, GG, 2
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, F, 2
dyde, GG, 2
dyde, GG, 2
dyde, F, 3
dyde, GG, 3
dyde, F, 4
dyde, GG, 3
dyde, GG, 2
dyde, GG, 2
dyde, GG, 2
dyde, GG, 2
dyde, F, 3
dyde, GG, 2
dyde, GG, 0
dyde, GG, -1
dyde, GG, -1
dyde, GG, -1
dyde, F, 0
dyde, F, 2
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 0
dyde, F, 1
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, GG, 1
dyde, GG, 1
dyde, GG, 1
dyde, GG, 1
dyde, F, 2
dyde, GG, 2
dyde, F, 3
dyde, F, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, F, 7
dyde, GG, 6
dyde, F, 7
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, F, 7
dyde, GG, 7
dyde, GG, 6
dyde, F, 8
dyde, GG, 8
dyde, GG, 8
dyde, F, 9
dyde, F, 10
dyde, GG, 9
dyde, GG, 7
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 5
dyde, GG, 4
dyde, GG, 4
dyde, GG, 3
dyde, GG, 2
dyde, GG, 2
dyde, F, 4
dyde, GG, 3
dyde, GG, 2
dyde, F, 3
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, F, 2
dyde, GG, 2
dyde, F, 3
dyde, F, 4
dyde, F, 5
dyde, GG, 5
dyde, GG, 5
dyde, F, 7
dyde, F, 8
dyde, GG, 8
dyde, GG, 6
dyde, F, 7
dyde, GG, 6
dyde, GG, 4
dyde, GG, 4
dyde, F, 6
dyde, GG, 5
dyde, GG, 5
dyde, GG, 4
dyde, GG, 4
dyde, GG, 4
dyde, F, 5
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, F, 7
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 4
dyde, GG, 4
dyde, GG, 4
dyde, GG, 3
dyde, F, 4
dyde, GG, 4
dyde, GG, 4
dyde, F, 5
dyde, GG, 5
dyde, F, 6
dyde, F, 8
dyde, GG, 8
dyde, GG, 8
dyde, F, 9
dyde, GG, 9
dyde, GG, 8
dyde, GG, 8
dyde, F, 9
dyde, GG, 9
dyde, F, 10
dyde, GG, 10
dyde, GG, 9
dyde, F, 11
dyde, GG, 11
dyde, F, 12
dyde, GG, 10
dyde, GG, 10
dyde, GG, 9
dyde, GG, 9
dyde, F, 10
dyde, F, 11
dyde, GG, 11
dyde, GG, 11
dyde, GG, 10
dyde, F, 11
dyde, F, 12
dyde, GG, 11
dyde, GG, 10
dyde, F, 11
dyde, GG, 11
dyde, F, 12
dyde, GG, 11
dyde, F, 12
dyde, GG, 12
dyde, GG, 11
dyde, GG, 10
dyde, GG, 9
dyde, GG, 9
dyde, GG, 7
dyde, GG, 7
dyde, GG, 7
dyde, GG, 7
dyde, GG, 7
dyde, GG, 7
dyde, GG, 6
dyde, F, 7
dyde, F, 8
dyde, GG, 7
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 4
dyde, F, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 5
dyde, GG, 4
dyde, GG, 4
dyde, GG, 3
dyde, F, 4
dyde, GG, 4
dyde, GG, 4
dyde, F, 5
dyde, F, 6
dyde, F, 7
dyde, GG, 6
dyde, F, 7
dyde, GG, 6
dyde, GG, 6
dyde, GG, 5
dyde, GG, 5
dyde, F, 6
dyde, GG, 5
dyde, GG, 5
dyde, F, 7
dyde, GG, 7
dyde, GG, 5
dyde, GG, 3
dyde, GG, 2
dyde, GG, 2
dyde, F, 3
dyde, GG, 2
dyde, F, 3
dyde, GG, 1
dyde, F, 3
dyde, GG, 1
dyde, GG, 0
dyde, GG, 0
dyde, F, 1
dyde, F, 2
dyde, GG, 2
dyde, GG, 2
dyde, GG, 2
dyde, GG, 1
dyde, GG, 1
dyde, GG, 1
dyde, F, 2
dyde, GG, 2
dyde, GG, 2
dyde, F, 3
dyde, F, 5
dyde, F, 6
dyde, F, 7
dyde, GG, 6
dyde, F, 7
dyde, GG, 7
dyde, F, 8
dyde, GG, 8
dyde, GG, 8
dyde, F, 10
dyde, F, 11
dyde, F, 12
dyde, F, 13
dyde, GG, 13
dyde, GG, 11
dyde, GG, 10
dyde, GG, 10
dyde, GG, 8
dyde, GG, 6
dyde, F, 7
dyde, F, 8
dyde, GG, 8
dyde, GG, 8
dyde, GG, 8
dyde, F, 9
dyde, F, 10
dyde, GG, 9
dyde, F, 10
dyde, GG, 10
dyde, GG, 10
dyde, F, 12
dyde, GG, 11
dyde, GG, 11
dyde, F, 12
dyde, F, 13
dyde, GG, 13
dyde, GG, 11
dyde, F, 12
dyde, F, 14
dyde, GG, 13
dyde, GG, 13
dyde, F, 14
dyde, GG, 13
dyde, F, 14
dyde, GG, 13
dyde, GG, 13
dyde, GG, 12
dyde, F, 14
dyde, F, 15
dyde, F, 16
dyde, F, 17
dyde, GG, 16
dyde, F, 17
dyde, F, 18
dyde, GG, 18
dyde, GG, 17
dyde, GG, 17
dyde, GG, 16
dyde, GG, 16
dyde, F, 17
dyde, GG, 17
dyde, GG, 17
dyde, GG, 17
dyde, GG, 15
dyde, F, 16
dyde, F, 17
dyde, GG, 15
dyde, F, 16
dyde, GG, 15
dyde, F, 16
dyde, F, 17
dyde, F, 18
dyde, GG, 17
dyde, GG, 17
dyde, F, 18
dyde, F, 19
dyde, F, 20
dyde, GG, 20
dyde, GG, 19
dyde, GG, 19
dyde, F, 20
dyde, F, 21
dyde, GG, 21
dyde, F, 22
dyde, GG, 22
dyde, GG, 22
dyde, GG, 22
dyde, F, 23
dyde, GG, 23
dyde, GG, 23
dyde, F, 24
dyde, F, 25
dyde, GG, 25
dyde, F, 26
dyde, GG, 25
dyde, F, 27
dyde, GG, 27
dyde, GG, 27
dyde, GG, 26
dyde, GG, 25
dyde, F, 26
dyde, F, 27
dyde, GG, 26
dyde, GG, 26
dyde, F, 27
dyde, GG, 27
dyde, GG, 26
dyde, F, 27
dyde, GG, 27
dyde, GG, 27
dyde, F, 28
dyde, GG, 27
dyde, F, 29
dyde, F, 30
dyde, F, 31
dyde, GG, 30
dyde, GG, 30
dyde, GG, 30
dyde, F, 31
dyde, GG, 31
dyde, GG, 31
dyde, GG, 31
dyde, F, 32
dyde, GG, 32
dyde, F, 33
dyde, GG, 33
dyde, F, 34
dyde, GG, 34
dyde, F, 35
dyde, F, 36
dyde, F, 37
dyde, GG, 37
dyde, F, 38
dyde, GG, 37
dyde, F, 38
dyde, F, 39
dyde, F, 41
dyde, GG, 41
dyde, F, 42
dyde, GG, 41
dyde, F, 42
dyde, GG, 42
dyde, GG, 42
dyde, F, 43
dyde, GG, 42
dyde, GG, 42
dyde, F, 43
dyde, F, 44
dyde, F, 46
dyde, F, 47
dyde, F, 49
dyde, F, 50
dyde, GG, 50
dyde, GG, 49
dyde, F, 51
dyde, GG, 51
dyde, F, 52
dyde, F, 53
dyde, GG, 53
dyde, F, 54
dyde, F, 56
dyde, F, 57
dyde, GG, 56
dyde, F, 57
dyde, F, 58
dyde, F, 60
dyde, F, 61
dyde, F, 62
dyde, F, 64
dyde, F, 65
dyde, F, 66
dyde, GG, 66
dyde, F, 68
dyde, GG, 68
dyde, GG, 68
dyde, GG, 68
dyde, F, 69
dyde, GG, 69
dyde, GG, 69
dyde, GG, 69
dyde, GG, 69
dyde, F, 70
dyde, F, 71
dyde, F, 72
dyde, GG, 72
dyde, GG, 72
dyde, GG, 72
dyde, GG, 72
dyde, GG, 71
dyde, GG, 71
dyde, GG, 71
dyde, GG, 70
dyde, GG, 70
dyde, GG, 69
dyde, GG, 69
dyde, GG, 69
dyde, GG, 69
